id_evento_chuva,id_estacao,start_time,end_time,classificacao
20_1639811700,20,2021-12-18 07:15:00,2021-12-18 07:30:00,ESA
20_1639896300,20,2021-12-19 06:45:00,2021-12-19 07:45:00,ESA
20_1640197800,20,2021-12-22 18:30:00,2021-12-22 19:15:00,ESA
20_1640225700,20,2021-12-23 02:15:00,2021-12-23 02:45:00,ESA
20_1640622600,20,2021-12-27 16:30:00,2021-12-27 16:45:00,ESA
20_1640882700,20,2021-12-30 16:45:00,2021-12-30 18:15:00,ESA
20_1640914200,20,2021-12-31 01:30:00,2021-12-31 02:30:00,ESA
20_1641407400,20,2022-01-05 18:30:00,2022-01-05 19:00:00,ESA
20_1641537000,20,2022-01-07 06:30:00,2022-01-07 06:45:00,ESA
20_1641582000,20,2022-01-07 19:00:00,2022-01-07 19:15:00,ESA
20_1641654900,20,2022-01-08 15:15:00,2022-01-08 15:30:00,ESA
20_1641681000,20,2022-01-08 22:30:00,2022-01-08 23:00:00,ESA
20_1643400000,20,2022-01-28 20:00:00,2022-01-28 20:15:00,ESA
20_1643494500,20,2022-01-29 22:15:00,2022-01-29 23:00:00,ESA
20_1644256800,20,2022-02-07 18:00:00,2022-02-07 19:30:00,ESA
20_1644704100,20,2022-02-12 22:15:00,2022-02-12 22:30:00,ESA
20_1645127100,20,2022-02-17 19:45:00,2022-02-17 21:00:00,ESA
20_1647763200,20,2022-03-20 08:00:00,2022-03-20 08:15:00,ESA
20_1647807300,20,2022-03-20 20:15:00,2022-03-20 20:45:00,ESA
20_1647812700,20,2022-03-20 21:45:00,2022-03-20 22:15:00,ESA
20_1648402200,20,2022-03-27 17:30:00,2022-03-27 18:00:00,ESA
20_1648513800,20,2022-03-29 00:30:00,2022-03-29 01:00:00,ESA
20_1648696500,20,2022-03-31 03:15:00,2022-03-31 04:00:00,ESA
20_1648710000,20,2022-03-31 07:00:00,2022-03-31 07:15:00,ESA
20_1648756800,20,2022-03-31 20:00:00,2022-04-01 01:30:00,ESA
20_1648782900,20,2022-04-01 03:15:00,2022-04-01 04:15:00,ESA
20_1648827900,20,2022-04-01 15:45:00,2022-04-01 22:45:00,ESA
20_1648868400,20,2022-04-02 03:00:00,2022-04-02 08:00:00,ESA
20_1648904400,20,2022-04-02 13:00:00,2022-04-02 13:30:00,ESA
20_1648912500,20,2022-04-02 15:15:00,2022-04-02 15:45:00,ESA
20_1649201400,20,2022-04-05 23:30:00,2022-04-06 00:00:00,ESA
20_1649898900,20,2022-04-14 01:15:00,2022-04-14 01:45:00,ESA
20_1649907900,20,2022-04-14 03:45:00,2022-04-14 04:30:00,ESA
20_1649918700,20,2022-04-14 06:45:00,2022-04-14 07:15:00,ESA
20_1649962800,20,2022-04-14 19:00:00,2022-04-14 19:30:00,ESA
20_1649979000,20,2022-04-14 23:30:00,2022-04-14 23:45:00,ESA
20_1651923000,20,2022-05-07 11:30:00,2022-05-07 11:45:00,ESA
20_1652336100,20,2022-05-12 06:15:00,2022-05-12 06:30:00,ESA
20_1652713200,20,2022-05-16 15:00:00,2022-05-16 16:15:00,ESA
20_1653025500,20,2022-05-20 05:45:00,2022-05-20 06:00:00,ESA
20_1654286400,20,2022-06-03 20:00:00,2022-06-03 20:15:00,ESA
20_1654303500,20,2022-06-04 00:45:00,2022-06-04 01:00:00,ESA
20_1654325100,20,2022-06-04 06:45:00,2022-06-04 07:15:00,ESA
20_1654882200,20,2022-06-10 17:30:00,2022-06-10 18:15:00,ESA
20_1654929900,20,2022-06-11 06:45:00,2022-06-11 07:15:00,ESA
20_1654942500,20,2022-06-11 10:15:00,2022-06-11 10:45:00,ESA
20_1655207100,20,2022-06-14 11:45:00,2022-06-14 12:00:00,ESA
20_1655574300,20,2022-06-18 17:45:00,2022-06-18 18:00:00,ESA
20_1655592300,20,2022-06-18 22:45:00,2022-06-18 23:00:00,ESA
20_1655610300,20,2022-06-19 03:45:00,2022-06-19 04:00:00,ESA
20_1656198900,20,2022-06-25 23:15:00,2022-06-26 00:30:00,ESA
20_1656234900,20,2022-06-26 09:15:00,2022-06-26 09:30:00,ESA
20_1656294300,20,2022-06-27 01:45:00,2022-06-27 02:00:00,ESA
20_1657759500,20,2022-07-14 00:45:00,2022-07-14 01:00:00,ESA
20_1657774800,20,2022-07-14 05:00:00,2022-07-14 07:45:00,ESA
20_1659109500,20,2022-07-29 15:45:00,2022-07-29 16:30:00,ESA
20_1660015800,20,2022-08-09 03:30:00,2022-08-09 03:45:00,ESA
20_1660106700,20,2022-08-10 04:45:00,2022-08-10 05:30:00,ESA
20_1660206600,20,2022-08-11 08:30:00,2022-08-11 09:45:00,ESA
20_1660239000,20,2022-08-11 17:30:00,2022-08-11 17:45:00,ESA
20_1660283100,20,2022-08-12 05:45:00,2022-08-12 06:00:00,ESA
20_1660290300,20,2022-08-12 07:45:00,2022-08-12 08:15:00,ESA
20_1660301100,20,2022-08-12 10:45:00,2022-08-12 11:00:00,ESA
20_1662291900,20,2022-09-04 11:45:00,2022-09-04 12:00:00,ESA
20_1663222500,20,2022-09-15 06:15:00,2022-09-15 07:00:00,ESA
20_1663296300,20,2022-09-16 02:45:00,2022-09-16 05:15:00,ESA
20_1663308900,20,2022-09-16 06:15:00,2022-09-16 07:30:00,ESA
20_1663322400,20,2022-09-16 10:00:00,2022-09-16 13:15:00,ESA
20_1663357500,20,2022-09-16 19:45:00,2022-09-16 20:00:00,ESA
20_1663376400,20,2022-09-17 01:00:00,2022-09-17 01:45:00,ESA
20_1663806600,20,2022-09-22 00:30:00,2022-09-22 00:45:00,ESA
20_1664318700,20,2022-09-27 22:45:00,2022-09-27 23:00:00,ESA
20_1664352900,20,2022-09-28 08:15:00,2022-09-28 09:30:00,ESA
20_1664368200,20,2022-09-28 12:30:00,2022-09-28 12:45:00,ESA
20_1664388000,20,2022-09-28 18:00:00,2022-09-28 20:30:00,ESA
20_1664434800,20,2022-09-29 07:00:00,2022-09-29 08:45:00,ESA
20_1665125100,20,2022-10-07 06:45:00,2022-10-07 07:00:00,ESA
20_1665343800,20,2022-10-09 19:30:00,2022-10-09 19:45:00,ESA
20_1667234700,20,2022-10-31 16:45:00,2022-10-31 17:15:00,ESA
20_1667310300,20,2022-11-01 13:45:00,2022-11-01 14:30:00,ESA
20_1667341800,20,2022-11-01 22:30:00,2022-11-01 22:45:00,ESA
20_1667376000,20,2022-11-02 08:00:00,2022-11-02 08:15:00,ESA
20_1667397600,20,2022-11-02 14:00:00,2022-11-02 14:15:00,ESA
20_1667412000,20,2022-11-02 18:00:00,2022-11-02 19:00:00,ESA
20_1667434500,20,2022-11-03 00:15:00,2022-11-03 01:30:00,ESA
20_1667516400,20,2022-11-03 23:00:00,2022-11-04 00:15:00,ESA
20_1667530800,20,2022-11-04 03:00:00,2022-11-04 03:30:00,ESA
20_1667544300,20,2022-11-04 06:45:00,2022-11-04 07:00:00,ESA
20_1667552400,20,2022-11-04 09:00:00,2022-11-04 09:30:00,ESA
20_1667605500,20,2022-11-04 23:45:00,2022-11-05 00:30:00,ESA
20_1667782800,20,2022-11-07 01:00:00,2022-11-07 01:15:00,ESA
20_1667795400,20,2022-11-07 04:30:00,2022-11-07 04:45:00,ESA
20_1668007800,20,2022-11-09 15:30:00,2022-11-09 16:00:00,ESA
20_1668200400,20,2022-11-11 21:00:00,2022-11-11 22:00:00,ESA
20_1668297600,20,2022-11-13 00:00:00,2022-11-13 00:30:00,ESA
20_1669257900,20,2022-11-24 02:45:00,2022-11-24 06:15:00,ESA
20_1669496400,20,2022-11-26 21:00:00,2022-11-26 21:30:00,ESA
20_1669501800,20,2022-11-26 22:30:00,2022-11-26 23:00:00,ESA
20_1669508100,20,2022-11-27 00:15:00,2022-11-27 00:30:00,ESA
20_1670253300,20,2022-12-05 15:15:00,2022-12-05 15:30:00,ESA
20_1670344200,20,2022-12-06 16:30:00,2022-12-06 17:45:00,ESA
20_1670367600,20,2022-12-06 23:00:00,2022-12-06 23:15:00,ESA
20_1670934600,20,2022-12-13 12:30:00,2022-12-13 13:00:00,ESA
20_1671497100,20,2022-12-20 00:45:00,2022-12-20 01:15:00,ESA
20_1671516900,20,2022-12-20 06:15:00,2022-12-20 07:15:00,ESA
20_1671566400,20,2022-12-20 20:00:00,2022-12-20 22:30:00,ESA
20_1671614100,20,2022-12-21 09:15:00,2022-12-21 09:45:00,ESA
20_1671625800,20,2022-12-21 12:30:00,2022-12-21 12:45:00,ESA
20_1671635700,20,2022-12-21 15:15:00,2022-12-21 16:30:00,ESA
20_1671643800,20,2022-12-21 17:30:00,2022-12-21 18:00:00,ESA
20_1671651900,20,2022-12-21 19:45:00,2022-12-21 20:30:00,ESA
20_1672383600,20,2022-12-30 07:00:00,2022-12-30 07:30:00,ESA
20_1672397100,20,2022-12-30 10:45:00,2022-12-30 12:15:00,ESA
20_1672417800,20,2022-12-30 16:30:00,2022-12-30 17:30:00,ESA
20_1672853400,20,2023-01-04 17:30:00,2023-01-04 17:45:00,ESA
20_1672945200,20,2023-01-05 19:00:00,2023-01-05 19:40:00,ESA
20_1672950600,20,2023-01-05 20:30:00,2023-01-05 22:15:00,ESA
20_1672960200,20,2023-01-05 23:10:00,2023-01-06 00:50:00,ESA
20_1672973100,20,2023-01-06 02:45:00,2023-01-06 04:15:00,ESA
20_1672999200,20,2023-01-06 10:00:00,2023-01-06 10:25:00,ESA
20_1673007900,20,2023-01-06 12:25:00,2023-01-06 12:40:00,ESA
20_1673022300,20,2023-01-06 16:25:00,2023-01-06 18:00:00,ESA
20_1673044200,20,2023-01-06 22:30:00,2023-01-06 22:45:00,ESA
20_1673285400,20,2023-01-09 17:30:00,2023-01-09 18:15:00,ESA
20_1673457300,20,2023-01-11 17:15:00,2023-01-11 18:00:00,ESA
20_1673559900,20,2023-01-12 21:45:00,2023-01-12 22:45:00,ESA
20_1674928800,20,2023-01-28 18:00:00,2023-01-28 18:45:00,ESA
20_1675013400,20,2023-01-29 17:30:00,2023-01-29 17:45:00,ESA
20_1675100700,20,2023-01-30 17:45:00,2023-01-30 18:15:00,ESA
20_1675107000,20,2023-01-30 19:30:00,2023-01-30 19:45:00,ESA
20_1675462500,20,2023-02-03 22:15:00,2023-02-03 22:45:00,ESA
20_1675614600,20,2023-02-05 16:30:00,2023-02-05 16:45:00,ESA
20_1675792800,20,2023-02-07 18:00:00,2023-02-07 19:15:00,ESA
20_1675802400,20,2023-02-07 20:40:00,2023-02-07 21:45:00,ESA
20_1676053500,20,2023-02-10 18:25:00,2023-02-10 19:30:00,ESA
20_1676140200,20,2023-02-11 18:30:00,2023-02-11 20:30:00,ESA
20_1676498400,20,2023-02-15 22:00:00,2023-02-15 23:00:00,ESA
20_1678096800,20,2023-03-06 10:00:00,2023-03-06 10:15:00,ESA
20_1678563000,20,2023-03-11 19:30:00,2023-03-11 22:45:00,ESA
20_1679891400,20,2023-03-27 04:30:00,2023-03-27 04:45:00,ESA
20_1680917400,20,2023-04-08 01:30:00,2023-04-08 04:45:00,ESA
20_1680947100,20,2023-04-08 09:45:00,2023-04-08 10:30:00,ESA
20_1680964200,20,2023-04-08 14:30:00,2023-04-08 14:45:00,ESA
20_1680970500,20,2023-04-08 16:15:00,2023-04-08 16:30:00,ESA
20_1680976800,20,2023-04-08 18:00:00,2023-04-08 18:15:00,ESA
20_1681008300,20,2023-04-09 02:45:00,2023-04-09 03:00:00,ESA
20_1681014600,20,2023-04-09 04:30:00,2023-04-09 05:00:00,ESA
20_1681489800,20,2023-04-14 16:30:00,2023-04-14 16:45:00,ESA
20_1681876800,20,2023-04-19 04:00:00,2023-04-19 05:15:00,ESA
20_1681888500,20,2023-04-19 07:15:00,2023-04-19 07:30:00,ESA
20_1682649000,20,2023-04-28 02:30:00,2023-04-28 03:30:00,ESA
20_1682679600,20,2023-04-28 11:00:00,2023-04-28 11:15:00,ESA
20_1682792100,20,2023-04-29 18:15:00,2023-04-29 18:30:00,ESA
20_1683707400,20,2023-05-10 08:30:00,2023-05-10 08:45:00,ESA
20_1683717300,20,2023-05-10 11:15:00,2023-05-10 13:30:00,ESA
20_1683734400,20,2023-05-10 16:00:00,2023-05-10 16:15:00,ESA
20_1685322000,20,2023-05-29 01:00:00,2023-05-29 01:45:00,ESA
20_1685329200,20,2023-05-29 03:00:00,2023-05-29 04:15:00,ESA
20_1685350800,20,2023-05-29 09:00:00,2023-05-29 10:00:00,ESA
20_1685358000,20,2023-05-29 11:00:00,2023-05-29 11:15:00,ESA
20_1685535300,20,2023-05-31 12:15:00,2023-05-31 12:30:00,ESA
20_1685540700,20,2023-05-31 13:45:00,2023-05-31 14:00:00,ESA
20_1688098500,20,2023-06-30 04:15:00,2023-06-30 04:30:00,ESA
20_1688255100,20,2023-07-01 23:45:00,2023-07-02 00:00:00,ESA
20_1689789600,20,2023-07-19 18:00:00,2023-07-19 19:45:00,ESA
20_1693007100,20,2023-08-25 23:45:00,2023-08-26 00:00:00,ESA
20_1693013400,20,2023-08-26 01:30:00,2023-08-26 01:45:00,ESA
20_1693034100,20,2023-08-26 07:15:00,2023-08-26 09:00:00,ESA
20_1693045800,20,2023-08-26 10:30:00,2023-08-26 10:45:00,ESA
20_1693059300,20,2023-08-26 14:15:00,2023-08-26 14:45:00,ESA
20_1693078200,20,2023-08-26 19:30:00,2023-08-26 19:45:00,ESA
20_1693082700,20,2023-08-26 20:45:00,2023-08-26 21:00:00,ESA
20_1693092600,20,2023-08-26 23:30:00,2023-08-27 00:30:00,ESA
20_1693161900,20,2023-08-27 18:45:00,2023-08-27 23:00:00,ESA
20_1693354500,20,2023-08-30 00:15:00,2023-08-30 00:30:00,ESA
20_1693362600,20,2023-08-30 02:30:00,2023-08-30 03:15:00,ESA
20_1694711700,20,2023-09-14 17:15:00,2023-09-14 19:15:00,ESA
20_1696132800,20,2023-10-01 04:00:00,2023-10-01 05:15:00,ESA
20_1696145400,20,2023-10-01 07:30:00,2023-10-01 08:00:00,ESA
20_1696166100,20,2023-10-01 13:15:00,2023-10-01 13:45:00,ESA
20_1696171500,20,2023-10-01 14:45:00,2023-10-01 15:30:00,ESA
20_1696288500,20,2023-10-02 23:15:00,2023-10-02 23:45:00,ESA
20_1696300200,20,2023-10-03 02:30:00,2023-10-03 03:00:00,ESA
20_1696572000,20,2023-10-06 06:00:00,2023-10-06 06:15:00,ESA
20_1696706100,20,2023-10-07 19:15:00,2023-10-07 20:45:00,ESA
20_1696836600,20,2023-10-09 07:30:00,2023-10-09 08:00:00,ESA
20_1697142600,20,2023-10-12 20:30:00,2023-10-12 21:00:00,ESA
20_1697265000,20,2023-10-14 06:30:00,2023-10-14 07:00:00,ESA
20_1697512500,20,2023-10-17 03:15:00,2023-10-17 04:45:00,ESA
20_1698303600,20,2023-10-26 07:00:00,2023-10-26 07:45:00,ESA
20_1698615000,20,2023-10-29 21:30:00,2023-10-29 21:45:00,ESA
20_1699042500,20,2023-11-03 20:15:00,2023-11-03 21:00:00,ESA
20_1700358300,20,2023-11-19 01:45:00,2023-11-19 02:15:00,ESA
20_1700385300,20,2023-11-19 09:15:00,2023-11-19 10:15:00,ESA
20_1700423100,20,2023-11-19 19:45:00,2023-11-19 20:15:00,ESA
20_1700460900,20,2023-11-20 06:15:00,2023-11-20 06:45:00,ESA
20_1700687700,20,2023-11-22 21:15:00,2023-11-22 22:30:00,ESA
20_1700790300,20,2023-11-24 01:45:00,2023-11-24 02:45:00,ESA
20_1701216900,20,2023-11-29 00:15:00,2023-11-29 00:30:00,ESA
20_1701224100,20,2023-11-29 02:15:00,2023-11-29 03:00:00,ESA
20_1702071900,20,2023-12-08 21:45:00,2023-12-08 22:00:00,ESA
20_1702080000,20,2023-12-09 00:00:00,2023-12-09 00:45:00,ESA
20_1702263600,20,2023-12-11 03:00:00,2023-12-11 03:30:00,ESA
20_1704307800,20,2024-01-03 18:50:00,2024-01-03 19:55:00,ESA
20_1704315600,20,2024-01-03 21:00:00,2024-01-04 00:15:00,ESA
20_1705163400,20,2024-01-13 16:30:00,2024-01-13 20:15:00,ESA
20_1705641300,20,2024-01-19 05:15:00,2024-01-19 05:45:00,ESA
20_1705788000,20,2024-01-20 22:00:00,2024-01-20 22:45:00,ESA
20_1705798800,20,2024-01-21 01:00:00,2024-01-21 03:15:00,ESA
20_1705896000,20,2024-01-22 04:00:00,2024-01-22 04:15:00,ESA
20_1705974300,20,2024-01-23 01:45:00,2024-01-23 02:45:00,ESA
20_1705985100,20,2024-01-23 04:45:00,2024-01-23 05:00:00,ESA
20_1706004900,20,2024-01-23 10:15:00,2024-01-23 14:45:00,ESA
20_1706030100,20,2024-01-23 17:15:00,2024-01-23 18:45:00,ESA
20_1706042700,20,2024-01-23 20:45:00,2024-01-23 21:00:00,ESA
20_1706230800,20,2024-01-26 01:00:00,2024-01-26 01:15:00,ESA
20_1706235300,20,2024-01-26 02:15:00,2024-01-26 02:45:00,ESA
20_1706245200,20,2024-01-26 05:00:00,2024-01-26 05:45:00,ESA
20_1706314500,20,2024-01-27 00:15:00,2024-01-27 00:45:00,ESA
20_1706344200,20,2024-01-27 08:30:00,2024-01-27 09:00:00,ESA
20_1706724900,20,2024-01-31 18:15:00,2024-01-31 19:15:00,ESA
20_1706890500,20,2024-02-02 16:15:00,2024-02-02 16:45:00,ESA
20_1706904900,20,2024-02-02 20:15:00,2024-02-02 20:45:00,ESA
20_1707067800,20,2024-02-04 17:30:00,2024-02-04 17:45:00,ESA
20_1707949200,20,2024-02-14 22:20:00,2024-02-14 23:05:00,ESA
20_1707987600,20,2024-02-15 09:00:00,2024-02-15 10:25:00,ESA
20_1707996000,20,2024-02-15 11:20:00,2024-02-15 13:00:00,ESA
20_1708011000,20,2024-02-15 15:30:00,2024-02-15 16:55:00,ESA
20_1708446900,20,2024-02-20 16:35:00,2024-02-20 16:50:00,ESA
20_1708540800,20,2024-02-21 18:40:00,2024-02-21 19:35:00,ESA
20_1708548000,20,2024-02-21 20:40:00,2024-02-21 23:10:00,ESA
20_1708561800,20,2024-02-22 00:30:00,2024-02-22 00:55:00,ESA
20_1709078700,20,2024-02-28 00:05:00,2024-02-28 00:35:00,ESA
20_1709346600,20,2024-03-02 02:30:00,2024-03-02 03:10:00,ESA
20_1709674200,20,2024-03-05 21:30:00,2024-03-06 02:05:00,ESA
20_1709776200,20,2024-03-07 01:50:00,2024-03-07 02:35:00,ESA
20_1709865300,20,2024-03-08 02:35:00,2024-03-08 02:50:00,ESA
20_1710020100,20,2024-03-09 21:35:00,2024-03-09 22:50:00,ESA
20_1711106700,20,2024-03-22 11:25:00,2024-03-22 12:55:00,ESA
20_1711122300,20,2024-03-22 15:45:00,2024-03-22 16:10:00,ESA
20_1711126800,20,2024-03-22 17:00:00,2024-03-22 18:15:00,ESA
20_1711135500,20,2024-03-22 19:25:00,2024-03-23 00:45:00,ESA
20_1711229100,20,2024-03-23 21:25:00,2024-03-24 01:35:00,ESA
20_1711252800,20,2024-03-24 04:00:00,2024-03-24 04:50:00,ESA
20_1711424400,20,2024-03-26 03:40:00,2024-03-26 04:15:00,ESA
20_1711483200,20,2024-03-26 20:00:00,2024-03-26 22:40:00,ESA
18_1429227900,18,2015-04-16 23:45:00,2015-04-17 00:30:00,ESA
18_1430009100,18,2015-04-26 00:45:00,2015-04-26 01:15:00,ESA
18_1430771400,18,2015-05-04 20:30:00,2015-05-04 20:45:00,ESA
18_1430799300,18,2015-05-05 04:15:00,2015-05-05 05:30:00,ESA
18_1430813700,18,2015-05-05 08:15:00,2015-05-05 08:30:00,ESA
18_1431061200,18,2015-05-08 05:00:00,2015-05-08 05:15:00,ESA
18_1431372600,18,2015-05-11 19:30:00,2015-05-11 19:45:00,ESA
18_1431397800,18,2015-05-12 02:30:00,2015-05-12 02:45:00,ESA
18_1432839600,18,2015-05-28 19:00:00,2015-05-28 19:15:00,ESA
18_1434384000,18,2015-06-15 16:00:00,2015-06-15 16:15:00,ESA
18_1434420000,18,2015-06-16 02:00:00,2015-06-16 02:15:00,ESA
18_1434459600,18,2015-06-16 13:00:00,2015-06-16 14:15:00,ESA
18_1434676500,18,2015-06-19 01:15:00,2015-06-19 02:30:00,ESA
18_1434692700,18,2015-06-19 05:45:00,2015-06-19 07:00:00,ESA
18_1434717000,18,2015-06-19 12:30:00,2015-06-19 12:45:00,ESA
18_1434725100,18,2015-06-19 14:45:00,2015-06-19 15:45:00,ESA
18_1434742200,18,2015-06-19 19:30:00,2015-06-19 19:45:00,ESA
18_1434748500,18,2015-06-19 21:15:00,2015-06-19 21:30:00,ESA
18_1435122900,18,2015-06-24 05:15:00,2015-06-24 06:00:00,ESA
18_1436032800,18,2015-07-04 18:00:00,2015-07-04 18:15:00,ESA
18_1436041800,18,2015-07-04 20:30:00,2015-07-04 20:45:00,ESA
18_1437507900,18,2015-07-21 19:45:00,2015-07-21 20:30:00,ESA
18_1440012600,18,2015-08-19 19:30:00,2015-08-19 19:45:00,ESA
18_1441418400,18,2015-09-05 02:00:00,2015-09-05 02:15:00,ESA
18_1441750500,18,2015-09-08 22:15:00,2015-09-08 23:15:00,ESA
18_1441950300,18,2015-09-11 05:45:00,2015-09-11 06:30:00,ESA
18_1442009700,18,2015-09-11 22:15:00,2015-09-11 23:30:00,ESA
18_1442085300,18,2015-09-12 19:15:00,2015-09-12 20:45:00,ESA
18_1442105100,18,2015-09-13 00:45:00,2015-09-13 02:30:00,ESA
18_1443387600,18,2015-09-27 21:00:00,2015-09-27 22:15:00,ESA
18_1443836700,18,2015-10-03 01:45:00,2015-10-03 02:15:00,ESA
18_1445526900,18,2015-10-22 15:15:00,2015-10-22 16:15:00,ESA
18_1446155100,18,2015-10-29 21:45:00,2015-10-29 22:00:00,ESA
18_1446494400,18,2015-11-02 20:00:00,2015-11-02 21:30:00,ESA
18_1446513300,18,2015-11-03 01:15:00,2015-11-03 01:30:00,ESA
18_1446668100,18,2015-11-04 20:15:00,2015-11-04 20:45:00,ESA
18_1446843600,18,2015-11-06 21:00:00,2015-11-06 21:30:00,ESA
18_1446921000,18,2015-11-07 18:30:00,2015-11-07 18:45:00,ESA
18_1446938100,18,2015-11-07 23:15:00,2015-11-07 23:45:00,ESA
18_1447603200,18,2015-11-15 16:00:00,2015-11-15 17:00:00,ESA
18_1448065800,18,2015-11-21 00:30:00,2015-11-21 01:15:00,ESA
18_1448096400,18,2015-11-21 09:00:00,2015-11-21 10:00:00,ESA
18_1448253000,18,2015-11-23 04:30:00,2015-11-23 05:15:00,ESA
18_1448261100,18,2015-11-23 06:45:00,2015-11-23 07:00:00,ESA
18_1448747100,18,2015-11-28 21:45:00,2015-11-28 23:15:00,ESA
18_1448851500,18,2015-11-30 02:45:00,2015-11-30 03:15:00,ESA
18_1449439200,18,2015-12-06 22:00:00,2015-12-07 01:00:00,ESA
18_1449455400,18,2015-12-07 02:30:00,2015-12-07 03:30:00,ESA
18_1449469800,18,2015-12-07 06:30:00,2015-12-07 07:00:00,ESA
18_1449476100,18,2015-12-07 08:15:00,2015-12-07 08:30:00,ESA
18_1449950400,18,2015-12-12 20:00:00,2015-12-12 23:15:00,ESA
18_1451678400,18,2016-01-01 20:00:00,2016-01-01 20:30:00,ESA
18_1451683800,18,2016-01-01 21:30:00,2016-01-01 22:00:00,ESA
18_1452724200,18,2016-01-13 22:30:00,2016-01-13 23:45:00,ESA
18_1452736800,18,2016-01-14 02:00:00,2016-01-14 02:30:00,ESA
18_1452742200,18,2016-01-14 03:30:00,2016-01-14 03:45:00,ESA
18_1452793500,18,2016-01-14 17:45:00,2016-01-14 18:00:00,ESA
18_1452880800,18,2016-01-15 18:00:00,2016-01-15 18:30:00,ESA
18_1452886200,18,2016-01-15 19:30:00,2016-01-15 20:15:00,ESA
18_1452892500,18,2016-01-15 21:15:00,2016-01-15 22:45:00,ESA
18_1452904200,18,2016-01-16 00:30:00,2016-01-16 04:15:00,ESA
18_1453199400,18,2016-01-19 10:30:00,2016-01-19 10:45:00,ESA
18_1453208400,18,2016-01-19 13:00:00,2016-01-19 14:45:00,ESA
18_1453218300,18,2016-01-19 15:45:00,2016-01-19 16:00:00,ESA
18_1453322700,18,2016-01-20 20:45:00,2016-01-20 21:00:00,ESA
18_1453409100,18,2016-01-21 20:45:00,2016-01-21 21:30:00,ESA
18_1453990500,18,2016-01-28 14:15:00,2016-01-28 14:45:00,ESA
18_1455175800,18,2016-02-11 07:30:00,2016-02-11 08:00:00,ESA
18_1455561900,18,2016-02-15 18:45:00,2016-02-15 19:30:00,ESA
18_1455732900,18,2016-02-17 18:15:00,2016-02-17 18:45:00,ESA
18_1455908400,18,2016-02-19 19:00:00,2016-02-19 19:30:00,ESA
18_1456080300,18,2016-02-21 18:45:00,2016-02-21 19:15:00,ESA
18_1456085700,18,2016-02-21 20:15:00,2016-02-21 20:30:00,ESA
18_1456417800,18,2016-02-25 16:30:00,2016-02-25 17:15:00,ESA
18_1456752600,18,2016-02-29 13:30:00,2016-02-29 14:00:00,ESA
18_1456758900,18,2016-02-29 15:15:00,2016-02-29 18:00:00,ESA
18_1457806500,18,2016-03-12 18:15:00,2016-03-12 19:15:00,ESA
18_1457816400,18,2016-03-12 21:00:00,2016-03-12 22:15:00,ESA
18_1458135900,18,2016-03-16 13:45:00,2016-03-16 15:15:00,ESA
18_1458156600,18,2016-03-16 19:30:00,2016-03-16 19:45:00,ESA
18_1458765000,18,2016-03-23 20:30:00,2016-03-24 00:00:00,ESA
18_1461960900,18,2016-04-29 20:15:00,2016-04-29 21:00:00,ESA
18_1463094900,18,2016-05-12 23:15:00,2016-05-12 23:45:00,ESA
18_1463101200,18,2016-05-13 01:00:00,2016-05-13 01:15:00,ESA
18_1463592600,18,2016-05-18 17:30:00,2016-05-18 18:00:00,ESA
18_1464858900,18,2016-06-02 09:15:00,2016-06-02 09:30:00,ESA
18_1465093800,18,2016-06-05 02:30:00,2016-06-05 05:00:00,ESA
18_1465108200,18,2016-06-05 06:30:00,2016-06-05 06:45:00,ESA
18_1465267500,18,2016-06-07 02:45:00,2016-06-07 04:45:00,ESA
18_1465279200,18,2016-06-07 06:00:00,2016-06-07 07:30:00,ESA
18_1471745700,18,2016-08-21 02:15:00,2016-08-21 02:30:00,ESA
18_1471761000,18,2016-08-21 06:30:00,2016-08-21 07:00:00,ESA
18_1471767300,18,2016-08-21 08:15:00,2016-08-21 09:30:00,ESA
18_1471867200,18,2016-08-22 12:00:00,2016-08-22 12:15:00,ESA
18_1472658300,18,2016-08-31 15:45:00,2016-08-31 16:00:00,ESA
18_1472680800,18,2016-08-31 22:00:00,2016-08-31 23:30:00,ESA
18_1472800500,18,2016-09-02 07:15:00,2016-09-02 07:30:00,ESA
18_1473284700,18,2016-09-07 21:45:00,2016-09-07 22:00:00,ESA
18_1474333200,18,2016-09-20 01:00:00,2016-09-20 01:30:00,ESA
18_1474380900,18,2016-09-20 14:15:00,2016-09-20 15:00:00,ESA
18_1474759800,18,2016-09-24 23:30:00,2016-09-24 23:45:00,ESA
18_1474800300,18,2016-09-25 10:45:00,2016-09-25 11:00:00,ESA
18_1474820100,18,2016-09-25 16:15:00,2016-09-25 16:30:00,ESA
18_1474863300,18,2016-09-26 04:15:00,2016-09-26 04:30:00,ESA
18_1475550000,18,2016-10-04 03:00:00,2016-10-04 03:30:00,ESA
18_1475613000,18,2016-10-04 20:30:00,2016-10-04 20:45:00,ESA
18_1475802900,18,2016-10-07 01:15:00,2016-10-07 02:15:00,ESA
18_1475810100,18,2016-10-07 03:15:00,2016-10-07 03:30:00,ESA
18_1477602000,18,2016-10-27 21:00:00,2016-10-27 21:15:00,ESA
18_1478197800,18,2016-11-03 18:30:00,2016-11-03 19:00:00,ESA
18_1478221200,18,2016-11-04 01:00:00,2016-11-04 03:45:00,ESA
18_1478275200,18,2016-11-04 16:00:00,2016-11-04 16:15:00,ESA
